Season,Links
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313290275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313300252
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313340153
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313370275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313410275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313440275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313470270
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313490275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313570275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313610158
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/313650275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320030275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320080130
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320122509
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320150275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320180275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320220356
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320260275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320310213
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320350275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320400135
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320470127
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320500275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320542294
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320570194
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320590275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320640275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320690275
2012,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/320700127
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330810275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323160275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323190057
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323230275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323250275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323280156
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323290008
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323330275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323370275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323390275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323430269
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323470275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323570275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/323640275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330030275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330060158
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330120275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330150084
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330192294
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330220275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330260275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330290194
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330340356
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330370275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330400275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330450135
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330480275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330510077
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330570275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330620275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330660127
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330690213
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330740275
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330750084
2013,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/330760194
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400546924
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400548468
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400548897
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400549675
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400549978
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400504457
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400506312
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400507069
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400498041
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400507657
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400503891
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400506218
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400519599
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400502717
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400504488
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400507093
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400503123
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400509958
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400509964
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400509968
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400509973
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400509981
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400509987
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400509995
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400509999
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510005
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510008
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510014
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510022
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510028
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510032
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510040
